kota jayapura,-2.5916026,140.669
papua barat,-1.3361154,133.17471
kabupaten fakfak,-3.097706,133.01949
kabupaten kaimana,-3.288406,133.94368
kabupaten manokwari,-0.8614531,134.06204
kabupaten maybrat,-1.2970979,132.3151
kabupaten raja ampat,-1.0915151,130.87785
kabupaten sorong,-0.8819986,131.29549
kabupaten sorong selatan,-1.7657744,132.15727
kabupaten tambrauw,-0.781856,132.39384
kabupaten teluk bintuni,-1.9056848,133.32947
kabupaten teluk wondama,-2.85517,134.32365
kota sorong,-0.8819986,131.29549
